          1.755237          0.000000          0.000000          0.000000         -0.002317          0.000000          0.000000          0.000000          0.000290          0.001977          0.010988          0.042648          0.101059          0.157626          0.186570          0.135053          0.053771          0.021501          0.016485          0.020549          0.024646          0.024314          0.020641          0.016172          0.009581          0.003644          0.000979          0.000223          0.000051          0.000007         -0.001364
         -6.781220          0.000000          0.000000          0.000000         -0.069293          0.000000          0.000000          0.000000         -0.001816         -0.008560         -0.042872         -0.156848         -0.344372         -0.487883         -0.514285         -0.328904         -0.120215         -0.045361         -0.025698         -0.018290         -0.005617          0.003849         -0.000715         -0.012562         -0.014469         -0.009239         -0.004484         -0.002404         -0.001550         -0.000377         -0.013356
         -6.481885          0.000000          0.000000          0.000000         -0.080996          0.000000          0.000000          0.000000         -0.001760         -0.008268         -0.041149         -0.148850         -0.322279         -0.447750         -0.460051         -0.286151         -0.103250         -0.039279         -0.021506         -0.015256         -0.008552         -0.007493         -0.016848         -0.027386         -0.023092         -0.011149         -0.003996         -0.001978         -0.001280         -0.000307         -0.013635
         -6.261348          0.000000          0.000000          0.000000         -0.089233          0.000000          0.000000          0.000000         -0.001641         -0.007993         -0.039912         -0.143020         -0.306373         -0.418996         -0.421380         -0.256096         -0.091795         -0.035637         -0.019715         -0.016178         -0.017086         -0.022672         -0.029359         -0.030943         -0.022292         -0.010695         -0.003866         -0.001822         -0.001113         -0.000267         -0.013602
         -6.086230          0.000000          0.000000          0.000000         -0.095427          0.000000          0.000000          0.000000         -0.001516         -0.007737         -0.038952         -0.138399         -0.293987         -0.396852         -0.392015         -0.233969         -0.083950         -0.033645         -0.019408         -0.018891         -0.025942         -0.034718         -0.037045         -0.031283         -0.020118         -0.009803         -0.003718         -0.001635         -0.000908         -0.000227         -0.013372
         -5.937337          0.000000          0.000000          0.000000         -0.100310          0.000000          0.000000          0.000000         -0.001374         -0.007493         -0.038141         -0.134466         -0.283650         -0.378766         -0.368736         -0.217524         -0.078909         -0.032912         -0.020186         -0.022388         -0.032407         -0.039724         -0.038475         -0.031664         -0.020373         -0.009781         -0.003724         -0.001442         -0.000664         -0.000199         -0.012969
         -5.702853          0.000000          0.000000          0.000000         -0.107262          0.000000          0.000000          0.000000         -0.001005         -0.006954         -0.036863         -0.128233         -0.267824         -0.351757         -0.335443         -0.196260         -0.074147         -0.033565         -0.023075         -0.029297         -0.040809         -0.043210         -0.037476         -0.030931         -0.020634         -0.009696         -0.003707         -0.000982         -0.000091         -0.000085         -0.011802
         -5.504608          0.000000          0.000000          0.000000         -0.112524          0.000000          0.000000          0.000000         -0.000613         -0.006437         -0.035773         -0.122914         -0.254745         -0.330340         -0.310835         -0.183233         -0.073097         -0.035217         -0.025777         -0.033111         -0.042279         -0.042500         -0.037198         -0.030585         -0.020634         -0.009565         -0.003707         -0.000511          0.000522          0.000045         -0.010495
         -5.319952          0.000000          0.000000          0.000000         -0.117111          0.000000          0.000000          0.000000         -0.000278         -0.005977         -0.034774         -0.117998         -0.242887         -0.311511         -0.290649         -0.174519         -0.073625         -0.036744         -0.027418         -0.034195         -0.041507         -0.041978         -0.036710         -0.030012         -0.020538         -0.009434         -0.003729         -0.000085          0.001056          0.000142         -0.009263
         -5.142569          0.000000          0.000000          0.000000         -0.121317          0.000000          0.000000          0.000000         -0.000011         -0.005569         -0.033804         -0.113394         -0.231733         -0.294248         -0.273257         -0.168241         -0.074516         -0.037635         -0.028082         -0.034099         -0.040638         -0.041427         -0.036171         -0.029467         -0.020418         -0.009321         -0.003724          0.000233          0.001470          0.000221         -0.008112
         -4.967928          0.000000          0.000000          0.000000         -0.125458          0.000000          0.000000          0.000000          0.000131         -0.005313         -0.032861         -0.109035         -0.221016         -0.277985         -0.257862         -0.163597         -0.075350         -0.037840         -0.028070         -0.033491         -0.039866         -0.040803         -0.035671         -0.029041         -0.020288         -0.009224         -0.003707          0.000397          0.001692          0.000272         -0.007175
         -4.795194          0.000000          0.000000          0.000000         -0.129569          0.000000          0.000000          0.000000          0.000136         -0.005188         -0.031908         -0.104970         -0.210747         -0.262687         -0.244193         -0.159976         -0.075787         -0.037488         -0.027696         -0.032839         -0.039276         -0.040235         -0.035285         -0.028820         -0.020140         -0.009145         -0.003656          0.000380          0.001663          0.000244         -0.006485
         -4.369974          0.000000          0.000000          0.000000         -0.139864          0.000000          0.000000          0.000000         -0.000539         -0.005501         -0.029643         -0.096087         -0.187132         -0.228548         -0.216605         -0.152988         -0.074743         -0.035274         -0.026316         -0.031596         -0.038527         -0.039440         -0.035126         -0.029297         -0.019856         -0.009111         -0.003451         -0.000488          0.000483          0.000000         -0.005729
         -3.959536          0.000000          0.000000          0.000000         -0.149946          0.000000          0.000000          0.000000         -0.001805         -0.006380         -0.027474         -0.088559         -0.166311         -0.200217         -0.196476         -0.146199         -0.071246         -0.032861         -0.024960         -0.030772         -0.038481         -0.039293         -0.035779         -0.030738         -0.019635         -0.009213         -0.003168         -0.002089         -0.001635         -0.000431         -0.005934
         -3.571629          0.000000          0.000000          0.000000         -0.159225          0.000000          0.000000          0.000000         -0.002685         -0.006886         -0.025289         -0.080879         -0.147067         -0.176421         -0.180576         -0.137923         -0.066296         -0.030807         -0.023631         -0.029870         -0.038146         -0.038952         -0.036086         -0.031686         -0.019402         -0.009247         -0.002923         -0.003219         -0.003162         -0.000744         -0.006024
         -3.207922          0.000000          0.000000          0.000000         -0.167217          0.000000          0.000000          0.000000         -0.002407         -0.006273         -0.023018         -0.071706         -0.128221         -0.155628         -0.166061         -0.128062         -0.060631         -0.028876         -0.022343         -0.028434         -0.036489         -0.037607         -0.035041         -0.030869         -0.019170         -0.009082         -0.002889         -0.002901         -0.002725         -0.000658         -0.005038
         -2.869963          0.000000          0.000000          0.000000         -0.173903          0.000000          0.000000          0.000000         -0.000863         -0.004433         -0.020685         -0.061034         -0.109750         -0.137151         -0.151699         -0.117305         -0.054688         -0.026912         -0.021060         -0.026396         -0.033372         -0.035183         -0.032572         -0.028178         -0.018857         -0.008657         -0.003037         -0.000999         -0.000261         -0.000170         -0.002827
         -2.560138          0.000000          0.000000          0.000000         -0.179915          0.000000          0.000000          0.000000          0.000942         -0.002373         -0.018449         -0.050703         -0.093254         -0.121580         -0.138212         -0.106844         -0.049272         -0.025056         -0.019902         -0.024352         -0.030097         -0.032640         -0.029870         -0.025147         -0.018608         -0.008208         -0.003258          0.001192          0.002634          0.000397         -0.000493
         -2.019167          0.000000          0.000000          0.000000         -0.192971          0.000000          0.000000          0.000000          0.000590         -0.002146         -0.014975         -0.039713         -0.073636         -0.102836         -0.119355         -0.090609         -0.043164         -0.022297         -0.018210         -0.022876         -0.029052         -0.031766         -0.029609         -0.025431         -0.018483         -0.008129         -0.003122          0.000670          0.001896          0.000250         -0.000559
         -1.583099          0.000000          0.000000          0.000000         -0.206490          0.000000          0.000000          0.000000         -0.003463         -0.005563         -0.012625         -0.038657         -0.067732         -0.095752         -0.109455         -0.080357         -0.041484         -0.020617         -0.017132         -0.023955         -0.033140         -0.034922         -0.034229         -0.031698         -0.018676         -0.008878         -0.002407         -0.004473         -0.004893         -0.001124         -0.005145
         -1.243353          0.000000          0.000000          0.000000         -0.214171          0.000000          0.000000          0.000000         -0.001135         -0.002850         -0.009945         -0.028803         -0.056459         -0.084796         -0.095218         -0.070695         -0.035353         -0.018517         -0.015781         -0.021650         -0.029314         -0.032140         -0.031153         -0.028076         -0.018403         -0.008367         -0.002691         -0.001623         -0.001147         -0.000375         -0.002942
